Aktuell_vermietet,Badewanne,Balkon,Barrierefrei,Baujahr,Dachboden,Denkmalobjekt,Dusche,Einbaukueche,Einliegerwohnung,Preis__in__EUR,Gaeste_WC,Garage_Stellplatz,Garten__mitnutzung,Grundstuecksflaeche__m2,Haustiere_erlaubt,Haustyp,Heizkosten__in__EUR,Heizungsart,Keller,Moebliert_Teilmoebliert,Provision__in__EUR,Terrasse,Verfuegbar_ab_Jahr,Verfuegbar_ab_Monat,Verkaeufer,Wohnflaeche__m2,Zimmer,adid,kw,plz,posterid
"true","true","true",,"1990","true",,"true","true",,"120000","true","true","true","930",,"einfamilienhaus",,"oelheizung","true","true","nein","true","2017","12","privat","160","8","709734681","Einfamilienhaus_in_Reichsthal__Grundstuecksflaeche_930_m²","67759","15782630"
"true",,,,"1960",,,,,,"187000",,"true","true","515",,"mehrfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","160","10","681089125","Vielseitiges_Immobilienangebot!","59872","48240520"
,"true","true",,"1984","true",,"true",,,"119000","true","true","true","400",,"einfamilienhaus",,"elektroheizung","true",,"nein",,"2017","10","privat","160","8","734675204","Grosses_freist._Haus_mit_Garage__kleinem_Garten_und_herrlichem_Bur","56357","34349111"
,"true",,,,,,,,,"296900","true","true",,"1072",,"bungalow",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","757096397","Vielseitiger_Bungalow!_Bestes_Lebensgefuehl_auf_einer...","56269","44436249"
"true","true",,,"1959","true",,,,"true","189000",,"true","true","570",,"doppelhaushaelfte",,"oelheizung","true",,"nein","true","2017","10","privat","160","8","660536102","Reklinghausen_kreis_privat_Verkauf_Zweifamilienhaus","45739","7371279"
,"true",,,,"true",,"true","true",,"198000","true","true","true","730",,"einfamilienhaus",,"oelheizung","true","true","nein","true","2017","12","privat","160","6","707178677","Einfamilienhaus_in_ruhiger_Wohnlage_in_Meschede___Provisionsfrei!","59872","6152232"
,"true","true",,"1950","true",,,"true",,"130000",,"true","true","1661",,"bauernhaus",,"elektroheizung","true","true","nein","true","2017","11","privat","160","7","737038963","Haus_mit_grossen_Scheunen_in_Grenderich","56858","50875869"
,"true","true","true",,"true",,"true",,"true","349999","true","true","true","700",,"mehrfamilienhaus",,"gasheizung","true",,"nein","true","2017","10","privat","160","9","742085708","Hofreite_saniert_im_Herzen_von_Biebelnheim","55234","34502148"
,"true","true",,"2017",,,"true","true",,"282879","true","true","true","168",,"reihenhaus",,,,,"nein","true","2018","8","gewerblich","140","5","705224740","Kapitalanlage_Reihenmittelhaus","55411","48878389"
,"true",,,"1973",,,"true",,,"339000","true","true","true","370",,"bungalow",,"zentralheizung","true",,"ja","true",,,"gewerblich","100","4","707507531","Wohnen_auf_einer_Ebene_!","41472","39183447"
"true","true","true","true","1927","true",,"true","true",,"359000","true","true","true","1412",,"mehrfamilienhaus",,"zentralheizung","true","true","nein","true","2018","1","gewerblich","160","14","724593091","Mehrfamilienhaus_in_Ruethen","59602","46309318"
,"true",,,"1988","true",,"true","true",,"175000","true","true",,"598",,"einfamilienhaus",,"oelheizung","true",,"nein","true","2017","7","privat","140","5","636319380","Provisionsfrei_Freistehendes_Einfamilienhaus_in_Steinalben","66851","9705371"
,"true",,,"1935","true",,"true","true",,"82000","true","true","true","300",,"einfamilienhaus",,"oelheizung","true","true","nein","true","2017","11","privat","120","4","753756704","Ruhiges_EFH_in_Molsberg_direkt_vom_Eigentuemer","56414","49955529"
"true","true",,,"1914","true",,,,,"148000",,"true","true","759",,"mehrfamilienhaus",,"ofenheizung","true",,"nein",,"2017","10","privat","160","12","736264810","Dreifamilienhaus_im_Beckumer_Sueden","59269","16003173"
,,"true",,"1951","true",,"true","true",,"299000","true","true","true","950",,"einfamilienhaus",,"oelheizung","true",,"nein","true","2018","6","privat","160","8","736652146","Otterberg:_Einfamilienhaus_mit_ruhiger_Lage_von_Privat","67697","12396720"
,"true",,"true",,,,"true",,,"183499","true",,,"1290",,"bungalow",,"fussbodenheizung","true",,"nein",,,,"gewerblich","120","5","741890584","Heller_Bungalow_als_zukuenftiger_Wohnsitz_mit_Komfort__...","54497","42375320"
"true","true","true","true","1958","true",,"true",,,"218000","true","true","true","220",,"doppelhaushaelfte",,"oelheizung","true",,"nein",,"2017","11","privat","160","6","745681990","Doppelhaushaelfte_2_Familienhaus_Wiedenbrueck_zu_Verkaufen__Privat_","33378","29619485"
,"true",,,"1994","true",,"true","true",,"735000","true","true","true","735",,"einfamilienhaus",,"oelheizung","true","true","nein","true","2017","11","privat","160","6","747091190","Charmantes__freistehendes_Haus_mit_viel_Platz_und_Komfort.","41836","50170741"
,"true",,,"1964","true",,"true","true",,"129000","true","true","true","1807",,"einfamilienhaus",,"elektroheizung","true","true","nein",,"2017","10","privat","120","8","739710311","EFH_mit_grossem_Grundstueck__Garten__Scheune_und_Garagen","56843","9134609"
,"true","true",,"1991","true",,"true","true","true","580000","true","true","true","780",,"mehrfamilienhaus",,"gasheizung","true",,,"true","2018","4","privat","160","6","759181411","Zwei_Familien_Haus_in_Ludwigshafen_Gartenstadt__Niederfeld","67227","14190862"
,,"true","true","1990","true",,"true",,,"398000","true","true","true","300",,"reihenhaus",,"gasheizung","true",,"nein","true","2018","2","privat","140","6","758962970","Einfamilienhaus_in_Gau_Bischofsheim","55296","22941499"
,"true","true",,"1954",,,"true",,,"299000","true","true","true","848",,"mehrfamilienhaus",,"zentralheizung","true",,"ja","true",,,"gewerblich","160","7","724992691","Zwei_Haeuser___ein_Preis!_Hier_wird_der_Traum_von_der...","57080","40354389"
"true","true","true",,"1910","true",,"true","true",,"2260000","true",,"true","890",,"mehrfamilienhaus",,"gasheizung","true","true","ja","true","2017","12","privat","160","43","752626939","MFH_in_Duesseldorf_Eller_im_Jugendstil","40229","8752543"
,"true",,,"1905","true",,"true","true",,"300000","true","true","true","772",,"einfamilienhaus",,"oelheizung","true",,"nein",,"2017","12","privat","160","7","738981698","Schoenes_Fachwerkhaus__Scheune__Hof__Nebengebaeude_und_Garten","35274","16667766"
,"true","true",,"1976",,,"true","true",,"199000","true","true",,"707",,"einfamilienhaus",,"gasheizung","true",,"nein","true",,,"privat","160","5","704443377","Wunderschoenes_Einfamilienhaus_mit_Fernblick","66909","27596106"
,"true","true",,,"true",,"true","true",,"234480","true","true",,"530",,"einfamilienhaus",,"oelheizung","true","true","nein","true","2017","9","gewerblich","160","9","733322868","Aktionshaus_Muse_171","66955","50734016"
,"true","true",,"1950","true",,,"true",,"160000","true","true","true","600",,"einfamilienhaus",,"oelheizung","true",,"nein",,"2018","1","privat","120","6","733862200","EFH_in_ruhiger__laendlicher_Lage","66484","10578188"
,"true",,,"1973",,,"true",,,"188000",,"true","true","726",,"einfamilienhaus",,"zentralheizung","true",,"nein",,,,"gewerblich","160","6","738510776","Bevorzugte_Sonnenlage_____Einfamilienhaus_mit_Aussicht...","51702","50939183"
,"true",,"true","2013","true",,,,,"99000","true","true","true","800",,"einfamilienhaus",,"fussbodenheizung",,,"nein","true","2017","9","privat","60","3","722482600","Einfamilienhaus_in_ruhiger_Lage_von_Privat","56858","50336920"
,"true",,,,,,,,,"212800","true","true",,"598",,"bungalow",,"fussbodenheizung",,,"nein",,,,"gewerblich","80","3","755807951","Maximaler_Lifestyle_garantiert___Leben_Sie_los!...","55494","44436249"
,"true",,,"2017","true",,"true",,,"260000","true","true","true","370",,"doppelhaushaelfte",,"andere",,,"nein","true","2017","6","privat","160","5","664471950","DHH_Doppelhaushaelfte_Grundstueck_Baugrundstueck_Schwerte_City","59439","15086709"
,"true",,,"1961","true",,"true","true",,"180000","true","true","true","773",,"einfamilienhaus",,"oelheizung","true",,"nein","true",,,"privat","120","4","735730876","EFH_mit_Garage_und_grossem_Garten_provisionsfrei","32339","31991039"
,"true","true",,"1953","true",,"true","true",,"205000","true","true","true","3000",,"einfamilienhaus",,"elektroheizung","true","true","nein",,"2017","11","privat","120","5","719490433","Einfamilienhaus_mit_grosser_Gartenflaeche","52385","50222261"
,"true",,,"1964",,,"true","true",,"129000",,"true","true","1807",,"einfamilienhaus",,,"true",,"nein",,,,"gewerblich","120","8","744111718","EFH_mit_grossem_Grundstueck__Scheune_und_Garagen_in...","56843","51160217"
,"true","true","true","2001","true",,,"true","true","475000","true","true","true","680",,"einfamilienhaus",,"fussbodenheizung","true",,,"true",,,"privat","160","7","743160175","Einfamilienhaus__freistehend","65623","14688606"
,,,,,"true",,"true",,,"850","true",,"true",,,"reihenhaus","50","gasheizung","true",,,,,"12","privat","120","5","757816120","Gemuetliches__Altstadthaus_mit_5_Zimmern","67346","12475650"
,"true","true",,"1913","true",,"true",,,"315000","true","true","true","886",,"einfamilienhaus",,"zentralheizung","true",,"ja","true","2018","6","gewerblich","160","9","751126024","Kernsaniertes__zentrumsnahes_EFH_mit_grossem_Gartengrundstueck","58710","45159958"
,"true",,,"1986","true",,"true","true",,"245000","true","true","true","320",,"reihenhaus",,"fernwaerme",,"true","nein","true","2018","5","privat","140","5","734689278","Top_gepflegtes_Reihenendhaus_in__47178_DU","47178","23009447"
,"true",,,"1980",,,"true","true",,"250000","true","true",,"795",,"einfamilienhaus",,"gasheizung","true","true","nein","true","2018","3","privat","160","7","747414061","Freistehendes_Einfamilienhaus_in_Idar_Oberstein","55743","1825153"
,"true","true",,"1900","true",,"true","true",,"160000","true","true","true","1929",,"einfamilienhaus",,"oelheizung","true","true","nein",,"2018","5","privat","160","8","748712382","Wohnhaus_Ehemaliges_Gasthaus","56357","9976610"
,"true",,,"2003","true",,"true",,,"220000","true","true","true","840",,"einfamilienhaus",,"oelheizung","true",,"nein","true","2018","2","privat","160","5","747077506","Verkaufe_EFH_freistehend","55496","48888056"
,"true",,,,"true",,"true","true",,"249000","true","true","true","842.00",,"einfamilienhaus",,"fussbodenheizung",,,"nein","true","2017","12","privat","160","4.0","760266618","Modern_renoviertes_Einfamilienhaus_Naehe_Golfhotel","55442","25392428"
,"true",,"true",,,,"true","true",,"187999","true",,,"690",,"bungalow",,"zentralheizung","true",,"nein","true",,,"gewerblich","120","4","748690906","Sie_suchen_einen_Alterswohnsitz_mit_Komfort?_Dann_sind...","56825","42375320"
,"true",,,"1930","true",,"true",,,"195000","true","true","true","571",,"einfamilienhaus",,"oelheizung","true",,"ja","true","2017","12","privat","160","9","757983879","Freistehendes_EFH_mit_viel_Potential_35_Minuten_von_Koeln","51647","22958652"
,"true",,,"1962","true",,,"true",,"200000","true","true","true","1100",,"einfamilienhaus",,"oelheizung","true","true","nein",,"2017","10","privat","120","4","747260438","Haus_zu_verkaufen","53947","14160698"
,"true",,,"1900","true",,,,,"40000",,"true","true","611",,"einfamilienhaus",,"andere","true",,"nein",,"2017","12","privat","140","6","754430247","Willmenrod_Wohnhaus_mit_Scheune_fuer_fleissige_Haende","56459","1374233"
"true","true","true",,"1996",,,"true",,"true","248000","true","true","true","527",,"mehrfamilienhaus",,"gasheizung","true",,"nein","true","2017","10","privat","160","9","736112970","Schoenes_2_Familienhaus_mit_Einliegewohnung","56271","50843669"
,"true","true","true","1996",,,"true","true","true","390000","true","true","true","795",,"einfamilienhaus",,"zentralheizung","true",,"ja",,,,"gewerblich","160","8","705024326","Einfamilienhaus_mit_ELW__8_Zimmer+Garten+Carport!_____...","55422","51460489"
,"true","true",,"1957","true",,"true","true",,"890","true","true","true",,,"reihenhaus","100","oelheizung","true","true",,"true","2017","12","privat","120","4","757966507","Reihenhaus","67157","27148194"
,"true","true",,"1964",,,"true",,"true","299000",,"true","true","871",,"einfamilienhaus",,"zentralheizung","true",,"ja","true",,,"gewerblich","140","5","633317668","Willkommen_Zuhause!_Freist._EFH_mit_XXL___Garten","41366","39183441"
,"true","true","true","1958","true",,"true","true",,"199500",,"true","true","690",,"einfamilienhaus",,"oelheizung","true","true","nein","true","2018","1","privat","140","8","750721428","Einfamilienhaus_mit_Doppelgarage_und_Garten","54687","16978540"
,,"true",,"1962","true",,"true",,,"60000","true","true","true","370",,"einfamilienhaus",,"gasheizung",,"true","nein",,"2017","10","privat","140","8","740504564","Wohnhaus_in_Rheinland_Pfalz__Rhaunen","55624","51013814"
,"true",,,,,,"true",,,"230000","true",,,"1201",,"einfamilienhaus",,,,,"nein",,,,"gewerblich","140","5","722655354","33_Jahre_Garantie___ALLKAUF_AKTIONSHAUS_fuer_Sie_und...","57562","42711298"
,"true","true",,"2000","true",,"true","true",,"169000","true","true","true","380",,"doppelhaushaelfte",,"gasheizung",,"true","nein","true","2018","2","privat","140","5","738212555","schoene_5_Zimmer_Doppelhaushaelfte_am_Suedhang","32609","29881451"
,"true",,,"2017","true",,"true",,,"880","true","true","true",,,"einfamilienhaus",,"fussbodenheizung",,,,"true","2017","11","privat","120","4","741290151","Einfamilienhaus_freistehend_mit_Garage","46446","18307764"
,"true",,,"1952",,,"true",,,"231000","true","true","true","1282",,"einfamilienhaus",,"etagenheizung","true",,"ja","true",,,"gewerblich","160","8","755799658","Einfamilienhaus_mit_viel_Potential_in_Lippetal","59510","46370220"
,"true",,,,,,"true",,,"192000",,"true","true","1251.00",,"einfamilienhaus",,"fussbodenheizung","true",,"nein",,,,"gewerblich","160","6.0","747104959","Zwangsversteigerung_Einfamilienhaus","56379","47779522"
,"true",,"true","1978",,,"true",,"true","699000","true","true","true","460",,"mehrfamilienhaus",,"fernwaerme","true",,"nein","true","2017","11","privat","160","9","709009607","PROVISIONSFREI_villenaehnliches_1_3_Familienhaus__Pool__EFH__MFH","67069","49837439"
,"true",,,"1890",,,"true",,,"85000","true","true","true","565",,"einfamilienhaus",,"zentralheizung","true",,"ja",,,,"gewerblich","100","4","560987867","Gemuetliches_Fachwerkhaus_in_Hachenburg!","57627","40525165"
,"true",,,"2010","true",,"true","true",,"1200","true","true","true",,,"doppelhaushaelfte",,"gasheizung",,"true",,"true","2018","2","privat","160","5","752651048","Schoene_DHH_in_Alzey","55232","34540967"
,"true","true",,"1953",,,"true","true",,"295000","true",,"true","178.00",,"reihenhaus",,"fussbodenheizung","true","true",,,"2017","11","privat","160","3.0","748449675","RESERVIERT_!!!!!KERNSANIERTES_REIHENHAUS_IN_FRIESENHEIM_!!!","67063","40382796"
,"true","true",,"1950",,,"true","true",,"298000","true","true","true","500",,"einfamilienhaus",,"zentralheizung","true",,,"true","2017","9","privat","160","4","726172570","Brunssum_NL_freist._Haus_mit_Geschaeftsmgk.","52525","15788250"
,"true",,,"1980","true",,"true",,,"299000","true","true","true","316",,"reihenhaus",,"gasheizung","true",,"nein","true","2018",,"privat","140","6","737079500","REIHENENDHAUS_in_Dortmund_Asseln_in_ruhiger_Eigenheimsiedlung","44319","11009443"
"true","true",,,"1964","true",,"true","true",,"185500","true","true","true","213",,"andere",,"oelheizung","true",,"nein","true","2017",,"privat","100","5","720705083","Reihenendhaus_top_Wohnlage_Garage_Garten_Suedwest_Vollkeller","48282","50268656"
,,,,"1925","true",,"true","true",,"250000","true","true","true","409",,"andere",,"gasheizung","true",,"nein","true","2018","1","privat","100","5","753723058","Reihenendhaus_in_Bruehl_Heide_Toplage_direkt_am_Waldrand/Ville","50321","2889399"
,,"true",,"1993","true",,"true","true","true","500000","true","true","true","1680",,"einfamilienhaus",,"oelheizung","true","true","nein","true","2018","1","privat","160","11","597085750","Luxurioeses_Einfamilienhaus_in_Starkenburg","56843","5484275"
,"true",,"true","2015","true",,"true","true","true","125000","true",,"true","5.50",,"einfamilienhaus",,"ofenheizung","true","true",,"true","2017",,"privat","160","3.0","747638251","Traumhaus_In_Rheinland_Pfalz_Alleinlage_im_Wald","55606","31901232"
,"true","true",,"1936","true",,"true",,,"84900","true","true","true","824",,"einfamilienhaus",,"oelheizung","true",,"nein","true","2017","10","privat","140","4","738158488","Einfamilienhaus_in_Barntrup_*provisionsfrei*","32683","1599019"
,"true",,"true",,,,"true","true",,"182925","true",,,"550",,"einfamilienhaus",,"zentralheizung",,,"nein","true",,,"gewerblich","160","5","741895627","Der_Haustraum_fuer_den_kleinen_Geldbeutel","56761","42375320"
,"true","true",,"1995","true",,"true",,,"800","true","true","true",,,"einfamilienhaus",,"fussbodenheizung",,,,"true","2017","12","privat","140","3","755165267","Einfamilienhaus_in_aller_bester_Lage_von_Gronau_Epe_zu_vermieten","48599","44936573"
,"true",,,"1930",,,"true",,,"35140",,"true",,"400",,"einfamilienhaus",,"zentralheizung","true",,"nein",,,,"gewerblich","120","5","686379648","ZWANGSVERSTEIGERUNG**_Einfamilienhaus_in_Scheuerfeld","57584","42222403"
,"true","true",,"1985",,,"true",,"true","259000",,"true","true","2271",,"mehrfamilienhaus",,,"true",,"nein","true",,,"gewerblich","160","6","744013204","**_Provisionsfrei_**_Ein_Traum_im_Gruenen!___Naehe...","66976","13500374"
,"true",,,"1927",,,"true",,,"147000","true","true",,"608",,"einfamilienhaus",,"zentralheizung","true",,"ja",,,,"gewerblich","140","6","645277619","Gemuetliches_Wohnhaus_in_unmittelbarer_Moselnaehe","54470","40750361"
,,,,"1990","true",,"true","true",,"1300","true","true","true",,,"doppelhaushaelfte",,"fussbodenheizung","true","true",,"true","2017","11","privat","140","5","754093812","Haus___Doppelhaushaelte__5_Zi__127_qm__dazu_grosse_Terasse_ab_Nov.","55268","7293059"
,"true","true",,"1990",,,"true","true",,"439000","true","true","true","114",,"reihenhaus",,"gasheizung","true",,"ja","true","2018","1","gewerblich","160","6","745396126","Reserviert___6_Zi___170m²__Keller__Garage___perfekte_Lage!","55129","33870120"
"true","true",,,"1982","true",,"true","true",,"385000","true","true","true","548",,"reihenhaus",,"gasheizung","true",,"ja","true","2018","1","gewerblich","160","5","742741680","Familienfreundliches_Reihenendhaus_mit_Wintergarten_und_2_Garagen","42549","22959146"
,,"true",,"1963","true",,"true","true",,"269000","true","true","true","702",,"reihenhaus",,"oelheizung","true",,"nein","true",,,"privat","120","7","748772484","1_Fam_Reihenendhaus_m._gr._Garten_u._Garage_in_ruh._zentr._Lage","42855","1254806"
,"true",,,"1956","true",,,"true",,"112000","true","true","true","480",,"doppelhaushaelfte",,"gasheizung","true","true","nein","true","2017","7","privat","120","5","690138747","Ein_/Zweifamilienhaus_in_Rodalben/Heide","66976","13442452"
